,agency,uploaded_on,value,uploaded_dt,dt_scrape,description
6937,USAID,3/1/2025,14996400.0,2025-03-01,2025-03-18-2217,
6938,USAID,3/1/2025,6461340.0,2025-03-01,2025-03-18-2217,
6939,USAID,3/1/2025,2350000.0,2025-03-01,2025-03-18-2217,
6940,USAID,3/1/2025,218000.0,2025-03-01,2025-03-18-2217,
6941,USAID,3/1/2025,35499961.0,2025-03-01,2025-03-18-2217,
6942,USAID,3/1/2025,1499768.0,2025-03-01,2025-03-18-2217,
6943,USAID,3/1/2025,249719.0,2025-03-01,2025-03-18-2217,
6944,USAID,3/1/2025,1052348.0,2025-03-01,2025-03-18-2217,
6945,USAID,3/1/2025,95125000.0,2025-03-01,2025-03-18-2217,
6946,USAID,3/1/2025,19974249.0,2025-03-01,2025-03-18-2217,
6947,USAID,3/1/2025,93141587.0,2025-03-01,2025-03-18-2217,
6948,USAID,3/1/2025,1999728.0,2025-03-01,2025-03-18-2217,
6949,USAID,3/1/2025,2041914.0,2025-03-01,2025-03-18-2217,
6950,USAID,3/1/2025,1420368.0,2025-03-01,2025-03-18-2217,
6951,USAID,3/1/2025,1531310.0,2025-03-01,2025-03-18-2217,
6952,USAID,3/1/2025,749868.0,2025-03-01,2025-03-18-2217,
6953,USAID,3/1/2025,999408.0,2025-03-01,2025-03-18-2217,
6954,USAID,3/1/2025,2049729.0,2025-03-01,2025-03-18-2217,
6955,USAID,3/1/2025,1982367.0,2025-03-01,2025-03-18-2217,
6956,USAID,3/1/2025,999996.0,2025-03-01,2025-03-18-2217,
6957,USAID,3/1/2025,9999998.0,2025-03-01,2025-03-18-2217,
6958,USAID,3/1/2025,5998487.0,2025-03-01,2025-03-18-2217,
6959,USAID,3/1/2025,849919.0,2025-03-01,2025-03-18-2217,
6960,USAID,3/1/2025,4998069.0,2025-03-01,2025-03-18-2217,
6961,USAID,3/1/2025,5730621.0,2025-03-01,2025-03-18-2217,
6962,USAID,3/1/2025,3999896.0,2025-03-01,2025-03-18-2217,
6963,USAID,3/1/2025,617012.0,2025-03-01,2025-03-18-2217,
6964,USAID,3/1/2025,1878885.0,2025-03-01,2025-03-18-2217,
6965,USAID,3/1/2025,498370.0,2025-03-01,2025-03-18-2217,
6966,USAID,3/1/2025,1790568.0,2025-03-01,2025-03-18-2217,
6967,USAID,3/1/2025,12800000.0,2025-03-01,2025-03-18-2217,
6968,USAID,3/1/2025,1999842.0,2025-03-01,2025-03-18-2217,
6969,USAID,3/1/2025,6077652.0,2025-03-01,2025-03-18-2217,
6970,USAID,3/1/2025,4257219.0,2025-03-01,2025-03-18-2217,
6971,USAID,3/1/2025,1997987.0,2025-03-01,2025-03-18-2217,
6972,USAID,3/1/2025,9999508.0,2025-03-01,2025-03-18-2217,
6973,USAID,3/1/2025,3990485.0,2025-03-01,2025-03-18-2217,
6974,USAID,3/1/2025,47982442.0,2025-03-01,2025-03-18-2217,
6975,USAID,3/1/2025,23497661.0,2025-03-01,2025-03-18-2217,
6976,USAID,3/1/2025,5428363.0,2025-03-01,2025-03-18-2217,
6977,USAID,3/1/2025,22416258.0,2025-03-01,2025-03-18-2217,
6978,USAID,3/1/2025,34860664.0,2025-03-01,2025-03-18-2217,
6979,USAID,3/1/2025,39000000.0,2025-03-01,2025-03-18-2217,
6980,USAID,3/1/2025,43400000.0,2025-03-01,2025-03-18-2217,
6981,USAID,3/1/2025,86000000.0,2025-03-01,2025-03-18-2217,
6982,USAID,3/1/2025,7400606.0,2025-03-01,2025-03-18-2217,
6983,USAID,3/1/2025,3363987.0,2025-03-01,2025-03-18-2217,
6984,USAID,3/1/2025,8034228.0,2025-03-01,2025-03-18-2217,
6985,USAID,3/1/2025,28848414.0,2025-03-01,2025-03-18-2217,
6986,USAID,3/1/2025,24997251.0,2025-03-01,2025-03-18-2217,
6987,USAID,3/1/2025,13999990.0,2025-03-01,2025-03-18-2217,
6988,USAID,3/1/2025,38328100.0,2025-03-01,2025-03-18-2217,
6989,USAID,3/1/2025,7550000.0,2025-03-01,2025-03-18-2217,
6990,USAID,3/1/2025,29915900.0,2025-03-01,2025-03-18-2217,
6991,USAID,3/1/2025,5200000.0,2025-03-01,2025-03-18-2217,
6992,USAID,3/1/2025,1349862.0,2025-03-01,2025-03-18-2217,
6993,USAID,3/1/2025,3294202.0,2025-03-01,2025-03-18-2217,
6994,USAID,3/1/2025,3330013.0,2025-03-01,2025-03-18-2217,
6995,USAID,3/1/2025,2210000.0,2025-03-01,2025-03-18-2217,
6996,USAID,3/1/2025,2561108.0,2025-03-01,2025-03-18-2217,
6997,USAID,3/1/2025,2336172.0,2025-03-01,2025-03-18-2217,
6998,USAID,3/1/2025,1611040.0,2025-03-01,2025-03-18-2217,
6999,USAID,3/1/2025,2448067.0,2025-03-01,2025-03-18-2217,
7000,USAID,3/1/2025,4439382.0,2025-03-01,2025-03-18-2217,
7001,USAID,3/1/2025,2204435.0,2025-03-01,2025-03-18-2217,
7002,USAID,3/1/2025,1343584.0,2025-03-01,2025-03-18-2217,
7003,USAID,3/1/2025,1207000.0,2025-03-01,2025-03-18-2217,
7004,USAID,3/1/2025,3126744.0,2025-03-01,2025-03-18-2217,
7005,USAID,3/1/2025,3063358.0,2025-03-01,2025-03-18-2217,
7006,USAID,3/1/2025,499990.0,2025-03-01,2025-03-18-2217,
7007,USAID,3/1/2025,14935752.0,2025-03-01,2025-03-18-2217,
7008,USAID,3/1/2025,28338901.0,2025-03-01,2025-03-18-2217,
7009,USAID,3/1/2025,25884633.0,2025-03-01,2025-03-18-2217,
7010,USAID,3/1/2025,80000000.0,2025-03-01,2025-03-18-2217,
7011,USAID,3/1/2025,27284620.0,2025-03-01,2025-03-18-2217,
7012,USAID,3/1/2025,4935797.0,2025-03-01,2025-03-18-2217,
7013,USAID,3/1/2025,296296.0,2025-03-01,2025-03-18-2217,
7014,USAID,3/1/2025,5132398.0,2025-03-01,2025-03-18-2217,
7015,USAID,3/1/2025,1999547.0,2025-03-01,2025-03-18-2217,
7016,USAID,3/1/2025,1498528.0,2025-03-01,2025-03-18-2217,
7017,USAID,3/1/2025,3928504.0,2025-03-01,2025-03-18-2217,
7018,USAID,3/1/2025,1578104.0,2025-03-01,2025-03-18-2217,
7019,USAID,3/1/2025,3572465.0,2025-03-01,2025-03-18-2217,
7020,USAID,3/1/2025,17700000.0,2025-03-01,2025-03-18-2217,
7021,USAID,3/1/2025,16200000.0,2025-03-01,2025-03-18-2217,
7022,USAID,3/1/2025,14500000.0,2025-03-01,2025-03-18-2217,
7023,USAID,3/1/2025,1749964.0,2025-03-01,2025-03-18-2217,
7024,USAID,3/1/2025,9200000.0,2025-03-01,2025-03-18-2217,
7025,USAID,3/1/2025,14499998.0,2025-03-01,2025-03-18-2217,
7026,USAID,3/1/2025,24949644.0,2025-03-01,2025-03-18-2217,
7027,USAID,3/1/2025,2680000.0,2025-03-01,2025-03-18-2217,
7028,USAID,3/1/2025,27400000.0,2025-03-01,2025-03-18-2217,
7029,USAID,3/1/2025,6301114.0,2025-03-01,2025-03-18-2217,
7030,USAID,3/1/2025,2368742.0,2025-03-01,2025-03-18-2217,
7031,USAID,3/1/2025,1516271.0,2025-03-01,2025-03-18-2217,
7032,USAID,3/1/2025,1114987.0,2025-03-01,2025-03-18-2217,
7033,USAID,3/1/2025,58068727.0,2025-03-01,2025-03-18-2217,
7034,USAID,3/1/2025,14030795.0,2025-03-01,2025-03-18-2217,
7035,USAID,3/1/2025,3999979.0,2025-03-01,2025-03-18-2217,
7036,USAID,3/1/2025,3999718.0,2025-03-01,2025-03-18-2217,
7037,USAID,3/1/2025,20499087.0,2025-03-01,2025-03-18-2217,
7038,USAID,3/1/2025,20500000.0,2025-03-01,2025-03-18-2217,
7039,USAID,3/1/2025,3999843.0,2025-03-01,2025-03-18-2217,
7040,USAID,3/1/2025,17998792.0,2025-03-01,2025-03-18-2217,
7041,USAID,3/1/2025,2425197.0,2025-03-01,2025-03-18-2217,
7042,USAID,3/1/2025,4125942.0,2025-03-01,2025-03-18-2217,
7043,USAID,3/1/2025,39999931.0,2025-03-01,2025-03-18-2217,
7044,USAID,3/1/2025,8070105.0,2025-03-01,2025-03-18-2217,
7045,USAID,3/1/2025,22902495.0,2025-03-01,2025-03-18-2217,
7046,USAID,3/1/2025,40743534.0,2025-03-01,2025-03-18-2217,
7047,USAID,3/1/2025,7448437.0,2025-03-01,2025-03-18-2217,
7048,USAID,3/1/2025,3880880.0,2025-03-01,2025-03-18-2217,
7049,USAID,3/1/2025,2830472.0,2025-03-01,2025-03-18-2217,
7050,USAID,3/1/2025,1999334.0,2025-03-01,2025-03-18-2217,
7051,USAID,3/1/2025,38000000.0,2025-03-01,2025-03-18-2217,
7052,USAID,3/1/2025,11300000.0,2025-03-01,2025-03-18-2217,
7053,USAID,3/1/2025,14200000.0,2025-03-01,2025-03-18-2217,
7054,USAID,3/1/2025,21359061.0,2025-03-01,2025-03-18-2217,
7055,USAID,3/1/2025,249500.0,2025-03-01,2025-03-18-2217,
7056,USAID,3/1/2025,1997520.0,2025-03-01,2025-03-18-2217,
7057,USAID,3/1/2025,1447638.0,2025-03-01,2025-03-18-2217,
7058,USAID,3/1/2025,611566.0,2025-03-01,2025-03-18-2217,
7059,USAID,3/1/2025,16297937.0,2025-03-01,2025-03-18-2217,
7060,USAID,3/1/2025,1641935.0,2025-03-01,2025-03-18-2217,
7061,USAID,3/1/2025,20826788.0,2025-03-01,2025-03-18-2217,
7062,USAID,3/1/2025,2007900.0,2025-03-01,2025-03-18-2217,
7063,USAID,3/1/2025,37928842.0,2025-03-01,2025-03-18-2217,
7064,USAID,3/1/2025,32948716.0,2025-03-01,2025-03-18-2217,
7065,USAID,3/1/2025,8766778.0,2025-03-01,2025-03-18-2217,
7066,USAID,3/1/2025,15819870.0,2025-03-01,2025-03-18-2217,
7067,USAID,3/1/2025,7980500.0,2025-03-01,2025-03-18-2217,
7068,USAID,3/1/2025,3422873.0,2025-03-01,2025-03-18-2217,
7069,USAID,3/1/2025,25299695.0,2025-03-01,2025-03-18-2217,
7070,USAID,3/1/2025,11930000.0,2025-03-01,2025-03-18-2217,
7071,USAID,3/1/2025,16499709.0,2025-03-01,2025-03-18-2217,
7072,USAID,3/1/2025,19778865.0,2025-03-01,2025-03-18-2217,
7073,USAID,3/1/2025,1529911.0,2025-03-01,2025-03-18-2217,
7074,USAID,3/1/2025,5275678.0,2025-03-01,2025-03-18-2217,
7075,USAID,3/1/2025,637082.0,2025-03-01,2025-03-18-2217,
7076,USAID,3/1/2025,934286.0,2025-03-01,2025-03-18-2217,
7077,USAID,3/1/2025,25996330.0,2025-03-01,2025-03-18-2217,
7078,USAID,3/1/2025,35400000.0,2025-03-01,2025-03-18-2217,
7079,USAID,3/1/2025,12228631.0,2025-03-01,2025-03-18-2217,
7080,USAID,3/1/2025,9999550.0,2025-03-01,2025-03-18-2217,
7081,USAID,3/1/2025,3499684.0,2025-03-01,2025-03-18-2217,
7082,USAID,3/1/2025,14999081.0,2025-03-01,2025-03-18-2217,
7083,USAID,3/1/2025,502000.0,2025-03-01,2025-03-18-2217,
7084,USAID,3/1/2025,4498620.0,2025-03-01,2025-03-18-2217,
7085,USAID,3/1/2025,1797620.0,2025-03-01,2025-03-18-2217,
7086,USAID,3/1/2025,4999992.0,2025-03-01,2025-03-18-2217,
7087,USAID,3/1/2025,8671000.0,2025-03-01,2025-03-18-2217,
7088,USAID,3/1/2025,12911000.0,2025-03-01,2025-03-18-2217,
7089,USAID,3/1/2025,6224200.0,2025-03-01,2025-03-18-2217,
7090,USAID,3/1/2025,6345000.0,2025-03-01,2025-03-18-2217,
7091,USAID,3/1/2025,5368927.0,2025-03-01,2025-03-18-2217,
7092,USAID,3/1/2025,22243221.0,2025-03-01,2025-03-18-2217,
7093,USAID,3/1/2025,36174669.0,2025-03-01,2025-03-18-2217,
7094,USAID,3/1/2025,9286619.0,2025-03-01,2025-03-18-2217,
7095,USAID,3/1/2025,1694091.0,2025-03-01,2025-03-18-2217,
7096,USAID,3/1/2025,5891131.0,2025-03-01,2025-03-18-2217,
7097,USAID,3/1/2025,19899819.0,2025-03-01,2025-03-18-2217,
7098,USAID,3/1/2025,70000000.0,2025-03-01,2025-03-18-2217,
7099,USAID,3/1/2025,4499762.0,2025-03-01,2025-03-18-2217,
7100,USAID,3/1/2025,585000.0,2025-03-01,2025-03-18-2217,
7101,USAID,3/1/2025,1334000.0,2025-03-01,2025-03-18-2217,
7102,USAID,3/1/2025,784000.0,2025-03-01,2025-03-18-2217,
7103,USAID,3/1/2025,2989489.0,2025-03-01,2025-03-18-2217,
7104,USAID,3/1/2025,3999050.0,2025-03-01,2025-03-18-2217,
7105,USAID,3/1/2025,13250000.0,2025-03-01,2025-03-18-2217,
7106,USAID,3/1/2025,23998320.0,2025-03-01,2025-03-18-2217,
7107,USAID,3/1/2025,9997201.0,2025-03-01,2025-03-18-2217,
7108,USAID,3/1/2025,1989145.0,2025-03-01,2025-03-18-2217,
7109,USAID,3/1/2025,6771813.0,2025-03-01,2025-03-18-2217,
7110,USAID,3/1/2025,11900000.0,2025-03-01,2025-03-18-2217,
7111,USAID,3/1/2025,4130000.0,2025-03-01,2025-03-18-2217,
7112,USAID,3/1/2025,4050616.0,2025-03-01,2025-03-18-2217,
7113,USAID,3/1/2025,952000.0,2025-03-01,2025-03-18-2217,
7114,USAID,3/1/2025,6998694.0,2025-03-01,2025-03-18-2217,
7115,USAID,3/1/2025,5279476.0,2025-03-01,2025-03-18-2217,
7116,USAID,3/1/2025,8882871.0,2025-03-01,2025-03-18-2217,
7117,USAID,3/1/2025,7700001.0,2025-03-01,2025-03-18-2217,
7118,USAID,3/1/2025,7106063.0,2025-03-01,2025-03-18-2217,
7119,USAID,3/1/2025,5707231.0,2025-03-01,2025-03-18-2217,
7120,USAID,3/1/2025,24994449.0,2025-03-01,2025-03-18-2217,
7121,USAID,3/1/2025,5001933.0,2025-03-01,2025-03-18-2217,
7122,USAID,3/1/2025,43000000.0,2025-03-01,2025-03-18-2217,
7123,USAID,3/1/2025,3250000.0,2025-03-01,2025-03-18-2217,
7124,USAID,3/1/2025,814513.0,2025-03-01,2025-03-18-2217,
7125,USAID,3/1/2025,8285000.0,2025-03-01,2025-03-18-2217,
7126,USAID,3/1/2025,8594310.0,2025-03-01,2025-03-18-2217,
7127,USAID,3/1/2025,9999622.0,2025-03-01,2025-03-18-2217,
7128,USAID,3/1/2025,29899367.0,2025-03-01,2025-03-18-2217,
7129,USAID,3/1/2025,33500000.0,2025-03-01,2025-03-18-2217,
7130,USAID,3/1/2025,29998632.0,2025-03-01,2025-03-18-2217,
7131,USAID,3/1/2025,3687500.0,2025-03-01,2025-03-18-2217,
7132,USAID,3/1/2025,1999900.0,2025-03-01,2025-03-18-2217,
7133,USAID,3/1/2025,13720048.0,2025-03-01,2025-03-18-2217,
7134,USAID,3/1/2025,16922532.0,2025-03-01,2025-03-18-2217,
7135,USAID,3/1/2025,4400000.0,2025-03-01,2025-03-18-2217,
7136,USAID,3/1/2025,57000000.0,2025-03-01,2025-03-18-2217,
7137,USAID,3/1/2025,1493320.0,2025-03-01,2025-03-18-2217,
7138,USAID,3/1/2025,255000.0,2025-03-01,2025-03-18-2217,
7139,USAID,3/1/2025,491453.0,2025-03-01,2025-03-18-2217,
7140,USAID,3/1/2025,6819764.0,2025-03-01,2025-03-18-2217,
7141,USAID,3/1/2025,3999074.0,2025-03-01,2025-03-18-2217,
7142,USAID,3/1/2025,4128559.0,2025-03-01,2025-03-18-2217,
7143,USAID,3/1/2025,1028612.0,2025-03-01,2025-03-18-2217,
7144,USAID,3/1/2025,59998973.0,2025-03-01,2025-03-18-2217,
7145,USAID,3/1/2025,2892700.0,2025-03-01,2025-03-18-2217,
7146,USAID,3/1/2025,4403935.0,2025-03-01,2025-03-18-2217,
7147,USAID,3/1/2025,2322000.0,2025-03-01,2025-03-18-2217,
7148,USAID,3/1/2025,4075000.0,2025-03-01,2025-03-18-2217,
7149,USAID,3/1/2025,1438000.0,2025-03-01,2025-03-18-2217,
7150,USAID,3/1/2025,22000000.0,2025-03-01,2025-03-18-2217,
7151,USAID,3/1/2025,1550000.0,2025-03-01,2025-03-18-2217,
7152,USAID,3/1/2025,1770000.0,2025-03-01,2025-03-18-2217,
7153,USAID,3/1/2025,52181653.0,2025-03-01,2025-03-18-2217,
7154,USAID,3/1/2025,17909054.0,2025-03-01,2025-03-18-2217,
7155,USAID,3/1/2025,8800000.0,2025-03-01,2025-03-18-2217,
7156,USAID,3/1/2025,18200000.0,2025-03-01,2025-03-18-2217,
7157,USAID,3/1/2025,31367835.0,2025-03-01,2025-03-18-2217,
7158,USAID,3/1/2025,8600000.0,2025-03-01,2025-03-18-2217,
7159,USAID,3/1/2025,1430000.0,2025-03-01,2025-03-18-2217,
7160,USAID,3/1/2025,243000.0,2025-03-01,2025-03-18-2217,
7161,USAID,3/1/2025,7355000.0,2025-03-01,2025-03-18-2217,
7162,USAID,3/1/2025,137606.0,2025-03-01,2025-03-18-2217,
7163,USAID,3/1/2025,2094720.0,2025-03-01,2025-03-18-2217,
7164,USAID,3/1/2025,9996101.0,2025-03-01,2025-03-18-2217,
7165,USAID,3/1/2025,3357433.0,2025-03-01,2025-03-18-2217,
7166,USAID,3/1/2025,8803442.0,2025-03-01,2025-03-18-2217,
7167,USAID,3/1/2025,5340223.0,2025-03-01,2025-03-18-2217,
7168,USAID,3/1/2025,6312652.0,2025-03-01,2025-03-18-2217,
7169,USAID,3/1/2025,307625.0,2025-03-01,2025-03-18-2217,
7170,USAID,3/1/2025,9906558.0,2025-03-01,2025-03-18-2217,
7171,USAID,3/1/2025,8250000.0,2025-03-01,2025-03-18-2217,
7172,USAID,3/1/2025,8300000.0,2025-03-01,2025-03-18-2217,
7173,USAID,3/1/2025,1124257.0,2025-03-01,2025-03-18-2217,
7174,USAID,3/1/2025,9382688.0,2025-03-01,2025-03-18-2217,
7175,USAID,3/1/2025,9025000.0,2025-03-01,2025-03-18-2217,
7176,USAID,3/1/2025,9700000.0,2025-03-01,2025-03-18-2217,
7177,USAID,3/1/2025,49980.0,2025-03-01,2025-03-18-2217,
7178,USAID,3/1/2025,24894.0,2025-03-01,2025-03-18-2217,
7179,USAID,3/1/2025,42171.0,2025-03-01,2025-03-18-2217,
7180,USAID,3/1/2025,49192.0,2025-03-01,2025-03-18-2217,
7181,USAID,3/1/2025,42532.0,2025-03-01,2025-03-18-2217,
7182,USAID,3/1/2025,15450309.0,2025-03-01,2025-03-18-2217,
7183,USAID,3/1/2025,41749994.0,2025-03-01,2025-03-18-2217,
7184,USAID,3/1/2025,5158002.0,2025-03-01,2025-03-18-2217,
7185,USAID,3/1/2025,4597605.0,2025-03-01,2025-03-18-2217,
7186,USAID,3/1/2025,4440739.0,2025-03-01,2025-03-18-2217,
7187,USAID,3/1/2025,3994193.0,2025-03-01,2025-03-18-2217,
7188,USAID,3/1/2025,1198260.0,2025-03-01,2025-03-18-2217,
7189,USAID,3/1/2025,11695268.0,2025-03-01,2025-03-18-2217,
7190,USAID,3/1/2025,25824929.0,2025-03-01,2025-03-18-2217,
7191,USAID,3/1/2025,39780462.0,2025-03-01,2025-03-18-2217,
7192,USAID,3/1/2025,1718151.0,2025-03-01,2025-03-18-2217,
7193,USAID,3/1/2025,63250000.0,2025-03-01,2025-03-18-2217,
7194,USAID,3/1/2025,8278547.0,2025-03-01,2025-03-18-2217,
7195,USAID,3/1/2025,7728190.0,2025-03-01,2025-03-18-2217,
7196,USAID,3/1/2025,25670000.0,2025-03-01,2025-03-18-2217,
7197,USAID,3/1/2025,18999087.0,2025-03-01,2025-03-18-2217,
7198,USAID,3/1/2025,4911191.0,2025-03-01,2025-03-18-2217,
7199,USAID,3/1/2025,53195423.0,2025-03-01,2025-03-18-2217,
7200,USAID,3/1/2025,25350000.0,2025-03-01,2025-03-18-2217,
7201,USAID,3/1/2025,16492935.0,2025-03-01,2025-03-18-2217,
7202,USAID,3/1/2025,14270346.0,2025-03-01,2025-03-18-2217,
7203,USAID,3/1/2025,4950000.0,2025-03-01,2025-03-18-2217,
7204,USAID,3/1/2025,52500000.0,2025-03-01,2025-03-18-2217,
7205,USAID,3/1/2025,2660000.0,2025-03-01,2025-03-18-2217,
7206,USAID,3/1/2025,7800000.0,2025-03-01,2025-03-18-2217,
7207,USAID,3/1/2025,5100000.0,2025-03-01,2025-03-18-2217,
7208,USAID,3/1/2025,7544815.0,2025-03-01,2025-03-18-2217,
7209,USAID,3/1/2025,7530557.0,2025-03-01,2025-03-18-2217,
7210,USAID,3/1/2025,15977337.0,2025-03-01,2025-03-18-2217,
7211,USAID,3/1/2025,9683259.0,2025-03-01,2025-03-18-2217,
7212,USAID,3/1/2025,14624355.0,2025-03-01,2025-03-18-2217,
7213,USAID,3/1/2025,6989453.0,2025-03-01,2025-03-18-2217,
7214,USAID,3/1/2025,7999810.0,2025-03-01,2025-03-18-2217,
7215,USAID,3/1/2025,8473001.0,2025-03-01,2025-03-18-2217,
7216,USAID,3/1/2025,4793651.0,2025-03-01,2025-03-18-2217,
7217,USAID,3/1/2025,999703.0,2025-03-01,2025-03-18-2217,
7218,USAID,3/1/2025,1999451.0,2025-03-01,2025-03-18-2217,
7219,USAID,3/1/2025,12600000.0,2025-03-01,2025-03-18-2217,
7220,USAID,3/1/2025,12700000.0,2025-03-01,2025-03-18-2217,
7221,USAID,3/1/2025,6104558.0,2025-03-01,2025-03-18-2217,
7222,USAID,3/1/2025,34333376.0,2025-03-01,2025-03-18-2217,
7223,USAID,3/1/2025,22800000.0,2025-03-01,2025-03-18-2217,
7224,USAID,3/1/2025,9901234.0,2025-03-01,2025-03-18-2217,
7225,USAID,3/1/2025,1501937.0,2025-03-01,2025-03-18-2217,
7226,USAID,3/1/2025,55388078.0,2025-03-01,2025-03-18-2217,
7227,USAID,3/1/2025,44000000.0,2025-03-01,2025-03-18-2217,
7228,USAID,3/1/2025,13500000.0,2025-03-01,2025-03-18-2217,
7229,USAID,3/1/2025,17799036.0,2025-03-01,2025-03-18-2217,
7230,USAID,3/1/2025,15915819.0,2025-03-01,2025-03-18-2217,
7231,USAID,3/1/2025,13998188.0,2025-03-01,2025-03-18-2217,
7232,USAID,3/1/2025,3565000.0,2025-03-01,2025-03-18-2217,
7233,USAID,3/1/2025,727500.0,2025-03-01,2025-03-18-2217,
7234,USAID,3/1/2025,2883989.0,2025-03-01,2025-03-18-2217,
7235,USAID,3/1/2025,1941134.0,2025-03-01,2025-03-18-2217,
7236,USAID,3/1/2025,42000000.0,2025-03-01,2025-03-18-2217,
7237,USAID,3/1/2025,20750000.0,2025-03-01,2025-03-18-2217,
7238,USAID,3/1/2025,15999797.0,2025-03-01,2025-03-18-2217,
7239,USAID,3/1/2025,1990404.0,2025-03-01,2025-03-18-2217,
7240,USAID,3/1/2025,1832766.0,2025-03-01,2025-03-18-2217,
7241,USAID,3/1/2025,1998586.0,2025-03-01,2025-03-18-2217,
7242,USAID,3/1/2025,15006650.0,2025-03-01,2025-03-18-2217,
7243,USAID,3/1/2025,45000000.0,2025-03-01,2025-03-18-2217,
7244,USAID,3/1/2025,2587294.0,2025-03-01,2025-03-18-2217,
7245,USAID,3/1/2025,29702970.0,2025-03-01,2025-03-18-2217,
7246,USAID,3/1/2025,8200008.0,2025-03-01,2025-03-18-2217,
7247,USAID,3/1/2025,6022120.0,2025-03-01,2025-03-18-2217,
7248,USAID,3/1/2025,8994971.0,2025-03-01,2025-03-18-2217,
7249,USAID,3/1/2025,12729870.0,2025-03-01,2025-03-18-2217,
7250,USAID,3/1/2025,23173730.0,2025-03-01,2025-03-18-2217,
7251,USAID,3/1/2025,2282947.0,2025-03-01,2025-03-18-2217,
7252,USAID,3/1/2025,3387825.0,2025-03-01,2025-03-18-2217,
7253,USAID,3/1/2025,491000.0,2025-03-01,2025-03-18-2217,
7254,USAID,3/1/2025,999922.0,2025-03-01,2025-03-18-2217,
7255,USAID,3/1/2025,32081191.0,2025-03-01,2025-03-18-2217,
7256,USAID,3/1/2025,15923172.0,2025-03-01,2025-03-18-2217,
7257,USAID,3/1/2025,6700000.0,2025-03-01,2025-03-18-2217,
7258,USAID,3/1/2025,2199858.0,2025-03-01,2025-03-18-2217,
7259,USAID,3/1/2025,23008874.0,2025-03-01,2025-03-18-2217,
7260,USAID,3/1/2025,30290000.0,2025-03-01,2025-03-18-2217,
7261,USAID,3/1/2025,18987500.0,2025-03-01,2025-03-18-2217,
7262,USAID,3/1/2025,2997692.0,2025-03-01,2025-03-18-2217,
7263,USAID,3/1/2025,3506825.0,2025-03-01,2025-03-18-2217,
7264,USAID,3/1/2025,10665738.0,2025-03-01,2025-03-18-2217,
7265,USAID,3/1/2025,32000000.0,2025-03-01,2025-03-18-2217,
7266,USAID,3/1/2025,32989075.0,2025-03-01,2025-03-18-2217,
7267,USAID,3/1/2025,16580894.0,2025-03-01,2025-03-18-2217,
7268,USAID,3/1/2025,9837898.0,2025-03-01,2025-03-18-2217,
7269,USAID,3/1/2025,39487738.0,2025-03-01,2025-03-18-2217,
7270,USAID,3/1/2025,24872212.0,2025-03-01,2025-03-18-2217,
7271,USAID,3/1/2025,32060456.0,2025-03-01,2025-03-18-2217,
7272,USAID,3/1/2025,34550649.0,2025-03-01,2025-03-18-2217,
7273,USAID,3/1/2025,45332270.0,2025-03-01,2025-03-18-2217,
7274,USAID,3/1/2025,2009769.0,2025-03-01,2025-03-18-2217,
7275,USAID,3/1/2025,39500000.0,2025-03-01,2025-03-18-2217,
7276,USAID,3/1/2025,4443011.0,2025-03-01,2025-03-18-2217,
7277,USAID,3/1/2025,12484541.0,2025-03-01,2025-03-18-2217,
7278,USAID,3/1/2025,7678943.0,2025-03-01,2025-03-18-2217,
7279,USAID,3/1/2025,21500103.0,2025-03-01,2025-03-18-2217,
7280,USAID,3/1/2025,48980980.0,2025-03-01,2025-03-18-2217,
7281,USAID,3/1/2025,590000.0,2025-03-01,2025-03-18-2217,
7282,USAID,3/1/2025,510000.0,2025-03-01,2025-03-18-2217,
7283,USAID,3/1/2025,24999971.0,2025-03-01,2025-03-18-2217,
7284,USAID,3/1/2025,16500000.0,2025-03-01,2025-03-18-2217,
7285,USAID,3/1/2025,19578496.0,2025-03-01,2025-03-18-2217,
7286,USAID,3/1/2025,4999053.0,2025-03-01,2025-03-18-2217,
7287,USAID,3/1/2025,74935792.0,2025-03-01,2025-03-18-2217,
7288,USAID,3/1/2025,35722210.0,2025-03-01,2025-03-18-2217,
7289,USAID,3/1/2025,51433519.0,2025-03-01,2025-03-18-2217,
7290,USAID,3/1/2025,3441983.0,2025-03-01,2025-03-18-2217,
7291,USAID,3/1/2025,2522229.0,2025-03-01,2025-03-18-2217,
7292,USAID,3/1/2025,2312986.0,2025-03-01,2025-03-18-2217,
7293,USAID,3/1/2025,1353755.0,2025-03-01,2025-03-18-2217,
7294,USAID,3/1/2025,1836000.0,2025-03-01,2025-03-18-2217,
7295,USAID,3/1/2025,624879.0,2025-03-01,2025-03-18-2217,
7296,USAID,3/1/2025,956013.0,2025-03-01,2025-03-18-2217,
7297,USAID,3/1/2025,1349772.0,2025-03-01,2025-03-18-2217,
7298,USAID,3/1/2025,3400000.0,2025-03-01,2025-03-18-2217,
7299,USAID,3/1/2025,5850000.0,2025-03-01,2025-03-18-2217,
7300,USAID,3/1/2025,5460753.0,2025-03-01,2025-03-18-2217,
7301,USAID,3/1/2025,38900000.0,2025-03-01,2025-03-18-2217,
7302,USAID,3/1/2025,24871142.0,2025-03-01,2025-03-18-2217,
7303,USAID,3/1/2025,29152273.0,2025-03-01,2025-03-18-2217,
7304,USAID,3/1/2025,2996236.0,2025-03-01,2025-03-18-2217,
