agency,uploaded_on,value,uploaded_dt,dt_scrape,description
DEPARTMENT OF STATE,2/26/2025,3792500.0,2025-02-26,2025-03-18-2217,"PROVIDE LEADERSHIP AND PROFESSIONAL DEVELOPMENT OPPORTUNITIES FOR DIVERSE, EMERGING PAKISTANI STUDENT LEADERS FROM UNDERREPRESENTED SECTORS IN PAKISTAN FOR AN ACADEMIC SEMESTER OF NON-DEGREE, UNDERGRADUATE STUDY IN THE UNITED STATE AND CULTURAL EXCHANGE."
DEPARTMENT OF STATE,2/26/2025,2637000.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2634231.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2618023.68,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2610000.0,2025-02-26,2025-03-18-2217,RECRUIT AND DEVELOP NEW AND DIVERSE TALENT FOR THE DOS FOREIGN SERVICE
DEPARTMENT OF STATE,2/26/2025,2610000.0,2025-02-26,2025-03-18-2217,RECRUIT AND DEVELOP NEW AND DIVERSE IT TALENT FOR THE DOS FOREIGN SERVICE.
DEPARTMENT OF STATE,2/26/2025,3792500.0,2025-02-26,2025-03-18-2217,"TO PROVIDE LEADERSHIP AND PROFESSIONAL DEVELOPMENT OPPORTUNITIES FOR DIVERSE, EMERGING PAKISTANI STUDENT LEADERS FROM UNDERREPRESENTED SECTORS IN PAKISTAN FOR A SEMESTER OF NON-DEGREE, UNDERGRADUATE STUDY IN THE UNITED STATES AND CULTURAL EXCHANGE."
DEPARTMENT OF STATE,2/26/2025,2601977.0,2025-02-26,2025-03-18-2217,"BUILDING BRIDGES OF EMOTIONAL AND PHYSICAL HEALING- AN INTEGRATED AND UNIFIED APPROACH TO PHYSICAL REHABILITATION, MHPSS, AND INCLUSION IN TURKIYE"
DEPARTMENT OF STATE,2/26/2025,2600000.0,2025-02-26,2025-03-18-2217,"TO PROVIDE GLOBAL CYBER AND DIGITAL POLICY TRAINING TO ESF-ELIGIBLE COUNTRIES JOINTLY SELECTED BY THE IMPLEMENTER AND CDP, OF WHICH SOME MUST BE COUNTRIES OF AFRICA."
DEPARTMENT OF STATE,2/26/2025,2600000.0,2025-02-26,2025-03-18-2217,"TO PROVIDE QUALITY AND INCLUSIVE EDUCATION FOR REFUGEE CHILDREN IN KAKUMA AND DADAAB REFUGEE CAMPS, OF WHOM 4,575 ARE CHILDREN WITH DISABILITIES, WHILE EMPOWERING REFUGEE-LED ORGANIZATIONS."
DEPARTMENT OF STATE,2/26/2025,2600000.0,2025-02-26,2025-03-18-2217,"ADVANCE THE SAFETY, WELLBEING, SELF-RELIANCE, AND RESILIENCY OF REFUGEES AND HOST COMMUNITIES IN UGANDA THROUGH INTEGRATED AND CLIENT-CENTERED PROTECTION, HEALTH, AND LIVELIHOODS SERVICES."
DEPARTMENT OF STATE,2/26/2025,2599951.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2589506.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2577419.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2576000.0,2025-02-26,2025-03-18-2217,"TOWARD SUSTAINABLE NATIONAL TRAUMA REHABILITATION SERVICES IN JORDAN: AN INTERDISCIPLINARY, PARTNERSHIP-BASED APPROACH"
DEPARTMENT OF STATE,2/26/2025,2575000.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2568790.0,2025-02-26,2025-03-18-2217,"IMPROVE THE EFFECTIVENESS OF THE FIGHT AGAINST TRANSNATIONAL ORGANIZED CRIME AND CORRUPTION, FOCUSING ON ASSET RECOVERY EFFORTS"
DEPARTMENT OF STATE,2/26/2025,25000.0,2025-02-26,2025-03-18-2217,"NEGRAIAR AIMS TO INCREASE THE POLITICAL PRESENCE AND INFLUENCE OF BLACK GIRLS AND WOMEN, ADDRESSING UNDERREPRESENTATION IN POWER SPACES."
DEPARTMENT OF STATE,2/26/2025,2561100.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2530860.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2500000.0,2025-02-26,2025-03-18-2217,AWARD TO STRENGTHEN THE EXPERTISE OF ANTI-CORRUPTION DEFENDERS FROM EL SALVADOR THROUGH FELLOWSHIP OPPORTUNITIES AND SMALL GRANTS.
DEPARTMENT OF STATE,2/26/2025,2500000.0,2025-02-26,2025-03-18-2217,"THIS PROGRAM WILL IMPROVE THE TRANSPARENCY, ACCOUNTABILITY, ACCESSIBILITY, AND EFFICIENCY OF JUDICIAL SERVICES AND THEIR RESPONSIVENESS TO CITIZEN JUSTICE NEEDS BY ADVANCING COURT ADMINISTRATION REFORMS."
DEPARTMENT OF STATE,2/26/2025,2500000.0,2025-02-26,2025-03-18-2217,"TO WORK WITH RELEVANT JUSTICE SECTOR ACTORS (E.G., MINISTRIES OF JUSTICE, TRAINING INSTITUTES AND LAW SCHOOLS, BAR ASSOCIATIONS, LAW FIRMS, ALTERNATIVE COURTS, LEGISLATIVE BODIES, REGIONAL AND INTERNATIONAL ORGANIZATIONS) TO STRENGTHEN WORKFORCE PIPELINE"
DEPARTMENT OF STATE,2/26/2025,2500000.0,2025-02-26,2025-03-18-2217,"IREX AIMS TO SUPPORT A NEW GENERATION OF COLLABORATIVE, INNOVATIVE, AND VALUE-DRIVEN JORDANIAN LEADERS WHO PROMOTE SUCCESS AND PROGRESS IN THEIR ECONOMY AND CIVIL SOCIETY, WHILE IMPROVING TIES BETWEEN THE UNITED STATES AND JORDAN."
DEPARTMENT OF STATE,2/26/2025,2500000.0,2025-02-26,2025-03-18-2217,"THE RESILIENCE AND WELLBEING OF SOUTH SUDANESE AND SUDANESE REFUGEES AND HOST COMMUNITIES IS ENHANCED THROUGH SUSTAINABLE AND LOCALIZED COMMUNITY-LED INITIATIVES, CHILD EMPOWERMENT, MENTAL HEALTH & PSYCHOSOCIAL SUPPORT"
DEPARTMENT OF STATE,2/26/2025,2500000.0,2025-02-26,2025-03-18-2217,"""BRIDGING THE GAP"": ENSURING ACCESS TO EDUCATION AND EMPLOYMENT OPPORTUNITIES FOR VULNERABLE SYRIAN REFUGEE AND JORDANIAN STUDENTS DURING EDUCATION SYSTEM TRANSITION"
DEPARTMENT OF STATE,2/26/2025,2498123.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2469135.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2467280.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2453223.0,2025-02-26,2025-03-18-2217,TRAINING TO INCREASE CAPACITY OF PAKISTAN PROSECUTORS
DEPARTMENT OF STATE,2/26/2025,2448492.0,2025-02-26,2025-03-18-2217,ADOLESCENT GIRLS AND YOUNG WOMEN AT RISK AND OR AFFECTED BY CHILD AND EARLY MARRIAGE AND OTHER FORMS OF GBV ARE BETTER PROTECTED THROUGH HAVING ACCESS TO QUALITY INTEGRATED RESPONSE AND PREVENTION SERVICES WHILE BECOMING ACTIVE COMMUNITY AGENTS.
DEPARTMENT OF STATE,2/26/2025,2446452.0,2025-02-26,2025-03-18-2217,"IMPROVING AND PROVIDING PROTECTION MECHANISMS IN TURKIYE FOR SYRIAN AND NON-SYRIAN ASYLUM SEEKERS AND REFUGEES BY PROVIDING ESSENTIAL SERVICES ON SOCIAL, LEGAL AND HEALTH ISSUES AND PSYCHOSOCIAL SUPPORT, THROUGH INDIVIDUAL PROTECTION CASE MANAGEMENT."
DEPARTMENT OF STATE,2/26/2025,2434835.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2432000.0,2025-02-26,2025-03-18-2217,"TO SUPPORT PREVENTING AND RESPONDING TO CHILD MARRIAGE IN HUMANITARIAN SETTINGS, PARTICULARLY AMONG REFUGEE ADOLESCENT GIRLS WHO ARE AT SIGNIFICANTLY HEIGHTENED RISK."
DEPARTMENT OF STATE,2/26/2025,3640000.0,2025-02-26,2025-03-18-2217,"FHI 360 WILL IMPLEMENT THE SPORTS VISITOR AND SPORTS ENVOY PROGRAMS TO ADDRESS U.S. FOREIGN POLICY GOALS AND PROMOTE KEY U.S. VALUES ON AND OFF THE FIELD ABOUT THE IMPORTANCE OF EDUCATION, COMMUNITY ENGAGEMENT, AND DIVERSITY."
DEPARTMENT OF STATE,2/26/2025,2420597.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2414000.0,2025-02-26,2025-03-18-2217,"BANG ON A CAN (BOAC) IS HEREBY AWARDED A COOPERATIVE AGREEMENT IN THE AMOUNT OF $2,414,000 TO SUPPORT THE ONE BEAT PROGRAM."
DEPARTMENT OF STATE,2/26/2025,2407060.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2400000.0,2025-02-26,2025-03-18-2217,WHO'S EMERGENCY RESPONSE AIMS TO REDUCE MORBIDITY AND MORTALITY AMONG ROHINGYA REFUGEES AND THE HOST POPULATION.
DEPARTMENT OF STATE,2/26/2025,2390369.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2385000.0,2025-02-26,2025-03-18-2217,TO SUPPORT SUPPORT THE SOCIAL AND ECONOMIC REINTEGRATION OF FORCIBLY AND VOLUNTARILY REPATRIATED TUNISIAN MIGRANTS.
DEPARTMENT OF STATE,2/26/2025,2373575.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2368000.0,2025-02-26,2025-03-18-2217,TO IMPROVE THE QUALITY OF LIFE AND BUILD THE SELF-RELIANCE OF REFUGEES AND VULNERABLE JORDANIANS WITH IMPAIRMENTS AND DISABILITIES
DEPARTMENT OF STATE,2/26/2025,3000000.0,2025-02-26,2025-03-18-2217,"ENHANCE ACCESS TO RIGHTS AND PROTECTION OF WOMEN, ADOLESCENT GIRLS, SURVIVORS AND LGBTQI+ REFUGEES AND MIGRANTS, AND MIGRANTS IN TRANSIT WITH EMERGENCY NEEDS, THROUGH GBV PREVENTION, MITIGATION, AND RESPONSE PROGRAMMING."
DEPARTMENT OF STATE,2/26/2025,2348446.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2338320.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2329219.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2303077.0,2025-02-26,2025-03-18-2217,STRENGTHENING GLOBAL DRUG DEMAND REDUCTION EFFORTS
DEPARTMENT OF STATE,2/26/2025,2301911.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2301409.0,2025-02-26,2025-03-18-2217,THE OVERALL AIM OF THIS PROJECT IS TO REDUCE RECIDIVISM IN TUNISIA THROUGH ENHANCED REHABILITATION AND REINTEGRATION PROGRAMS BY EXPANDING THE IMPLEMENTATION OF CBT PROGRAMS.
DEPARTMENT OF STATE,2/26/2025,2300094.0,2025-02-26,2025-03-18-2217,"CORRECTION TO EIN (REF SPRMCO24VC0274). REACH THOUSANDS OF REFUGEE AND MIGRANT WOMEN AND GIRLS THROUGH THEIR LIVELIHOODS, ENTREPRENEURSHIP, AND GENDER-BASED VIOLENCE (GBV) PREVENTION AND RESPONSE PROGRAMMING."
DEPARTMENT OF STATE,2/26/2025,2300000.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2299778.3,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2281481.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2276628.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2276160.0,2025-02-26,2025-03-18-2217,UNODC WILL WORK WITH THE PAKISTANI POLICE TO DEVELOP SCENARIO-BASED TRAINING THAT FACILITATE THE PRACTICAL APPLICATION OF KNOWLEDGE AT THE WORKPLACE AND IN ACTUAL OPERATIONAL SETTINGS.
DEPARTMENT OF STATE,2/26/2025,2221235.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2211824.0,2025-02-26,2025-03-18-2217,"IDLO WILL ASSIST PHILIPPINE JUSTICE SECTOR INSTITUTIONS BUILD AND EMPLOY WORLD-CLASS PROFESSIONAL CAPACITY DEVELOPMENT AGENCIES, TO CONTINUOUSLY IMPROVE THE KNOWLEDGE AND SKILLS OF THEIR STAFF AND THEREBY IMPROVE THE QUALITY OF JUSTICE DELIVERY"
DEPARTMENT OF STATE,2/26/2025,2211616.0,2025-02-26,2025-03-18-2217,"THE SOLE SOURCE WILL PROMOTE, DEVELOP, AND IMPLEMENT CURRICULUM, ACADEMIC AND PROFESSIONAL EXCHANGES, AND WORKSHOPS IN THE AREAS OF AMERICAN STUDIES, HIGHER EDUCATION LEADERSHIP, STEM, DIGITAL AND CIVIC LITERACY IN PARTNERSHIP WITH U.S. AND PAKISTANI HEI"
DEPARTMENT OF STATE,2/26/2025,2198875.89,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2192919.0,2025-02-26,2025-03-18-2217,"NEW AWARD OBLIGATING $2,192,919. SEE TERMS AND CONDITIONS AND SOO BELOW. - IRAQ"
DEPARTMENT OF STATE,2/26/2025,2182095.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2170993.0,2025-02-26,2025-03-18-2217,"FACILITATE SOCIOECONOMIC INTEGRATION FOR MIGRANTS IN ECUADOR BY STRENGTHENING PROTECTION SERVICES AND THE RECEPTION SYSTEM, SUPPORTING INCOME GENERATING ACTIVITIES, AND PROMOTING A CULTURE OF PEACE AND COMMUNITY PARTICIPATION."
DEPARTMENT OF STATE,2/26/2025,2170300.0,2025-02-26,2025-03-18-2217,"TO FOSTER GIRLS' PARTICIPATION, LEARNING AND RETENTION IN SECONDARY-LEVEL STEM EDUCATION IN KENYA AND NAMIBIA."
DEPARTMENT OF STATE,2/26/2025,2162675.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2124000.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2120493.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2120060.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2119944.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2103090.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2100000.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2100000.0,2025-02-26,2025-03-18-2217,"THE OBJECTIVE IS TO INCREASE THE DETECTION, INVESTIGATION, AND DISRUPTION OF PROFESSIONAL ENABLERS OF FINANCIAL CRIME THROUGH IMPROVED INTERNATIONAL INFORMATION SHARING AND COORDINATION, TARGETED CAPACITY BUILDING AND MENTORING, AND THE DEVELOPMENT OF GL"
DEPARTMENT OF STATE,2/26/2025,2100000.0,2025-02-26,2025-03-18-2217,THIS AWARD WILL SUPPORT THE INCREASING SOCIAL INCLUSION TO IMPROVE ACCESS AND EXCELLENCE IN IRAQI HIGHER EDUCATION PROJECT.
DEPARTMENT OF STATE,2/26/2025,2082734.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2077370.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2075000.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2073505.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2072928.9,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2070358.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2069335.37,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2055900.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2055414.71,2025-02-26,2025-03-18-2217,UNODC WILL WORK WITH WORK WITH THE STATE-LEVEL INTERSECTARIAL COMMISSIONS ON TIP (CIES) TO DEVELOP STATE ACTION PLANS ON TIP IN 13 STATES WHERE TIP IS PREVALENT AND WHERE ACTION PLANS CAN HAVE MAXIMUM IMPACT.
DEPARTMENT OF STATE,2/26/2025,2053863.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2048416.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2020799.0,2025-02-26,2025-03-18-2217,"CREATE A PRACTICE OF EVIDENCE-BASED TREATMENT AND PREVENTION TO PREVENT AND REDUCE CONSUMPTION, CRIMINAL RECIDIVISM BY CONSUMPTION AND ORGANIZED CRIME RECRUITMENT AMONG DRUG OFFENDERS, PRIORITIZING LOCATIONS IDENTIFIED THROUGH THE HIGH-LEVEL DIALOGUE."
DEPARTMENT OF STATE,2/26/2025,2020768.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2020030.0,2025-02-26,2025-03-18-2217,"TO ADDRESS THE IMMEDIATE AND LONG-TERM NEEDS OF VULNERABLE DISPLACED PEOPLE IN EGYPT THROUGH PROTECTION, GENDER BASED VIOLENCE (GBV), MENTAL HEALTH AND PSYCHOSOCIAL SUPPORT (MHPSS), HEALTH, EDUCATION, AND COMMUNITY OUTREACH AND CAPACITY BUILDING."
DEPARTMENT OF STATE,2/26/2025,2002343.0,2025-02-26,2025-03-18-2217,"THE PROGRAM GOAL IS TO PROTECT AND EMPOWER MIGRANT POPULATIONS AND HOST COMMUNITIES AS AGENTS OF GROWTH, INNOVATION, AND PROMOTION OF RIGHTS."
DEPARTMENT OF STATE,2/26/2025,2962808.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"THE PROPOSED PROGRAM WILL SUPPORT PILOT COURTS IN PAKISTAN TO REDUCE PRETRIAL DETENTION RATES BY DESIGNING, PROCURING, AND PILOTING A CRIMINAL CASE MANAGEMENT SYSTEM AND DELIVERING CAPACITY BUILDING TRAINING ON CRIMINAL CASE MANAGEMENT."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"THIS PROJECT SEEKS TO IMPROVE THE ABILITY OF JUDICIAL ACTORS IN COTE DIVOIRE TO DELIVER MODERN, EFFICIENT, EQUITABLE, AND GENDER-SENSITIVE JUSTICE TO ALL CITIZENS."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"IMPROVE RECRUITMENT, RETENTION, AND PROMOTION OF WOMEN AND OTHER UNDERREPRESENTED GROUPS IN THE PNC AND ANSP BY IDENTIFYING AND ADDRESSING SYSTEMIC BARRIERS AND SOCIETAL BIASES TO INCLUSION."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"IMPLEMENTATION OF THE PANAMA JUSTICE SECTOR CAPACITY BUILDING PROJECT IN ORDER TO COMBAT TRANSNATIONAL CRIME, FINANCIAL CRIMES, AND CORRUPTION IN PANAMA, AS DESCRIBED IN THE PADF-PROVIDED PROJECT PROPOSAL."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"TO ENGAGE LEADERS FROM 20 CSOS IN HELA AND MOROBE PROVINCES FOR A TWO YEAR PROGRAM PROVIDING ORGANIZATIONAL CAPACITY BUILDING, RAPID SMALL GRANTS, MENTORSHIP, AND A U.S BASED LEADERSHIP TRAINING."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"ENHANCED ACCESS TO INCLUSIVE, EQUITABLE, AND QUALITY PRIMARY EDUCATION IN A SAFE ENVIRONMENT FOR REFUGEES AND HOST POPULATION BOYS AND GIRLS IN KALOBEYEI REFUGEE SETTLEMENT"
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,TO IMPROVE SELF-RELIANCE AND DURABLE SOLUTIONS FOR REFUGEES AND THEIR HOST COMMUNITIES IN RWANDA.
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"TO PROMOTE ACCESS TO PROTECTION SERVICES FOR VENEZUELAN MIGRANT AND REFUGEE FAMILIES, WITH SPECIAL EMPHASIS ON WOMEN, CHILDREN AND ADOLESCENTS STRENGTHENING PROMOTION AND PREVENTION MECHANISMS AT THE COMMUNITY LEVEL TO ALLOW THEIR SOCIAL AND CULTURAL INT"
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"IMPROVING THE WELLBEING OF SOUTH SUDANESE REFUGEES AND ASYLUM SEEKERS LIVING IN NGUENYYIEL, TERKIDI, JEWI AND KULE REFUGEE CAMPS OF GAMBELLA THROUGH AN INTEGRATED SRH, MHPSS AND GBV SERVICE PROVISION."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,TRAUMA RECOVERY FOR SOUTH SUDANESE REFUGEES
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"TO CONTRIBUTE TO THE DEVELOPMENT OF MORE INCLUSIVE COMMUNITIES BY PROVIDING CRISIS-AFFECTED SYRIANS AND THE MOST VULNERABLE JORDANIANS WITH ACCESS TO HIGH-QUALITY AND INCLUSIVE SERVICES, EDUCATIONAL OPPORTUNITIES, AND ECONOMIC PROSPECTS."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,IMPROVE THE WELL-BEING OF REFUGEES AND HOST COMMUNITIES IN GAMBELLA AND DOLLO ADO CAMPS THROUGH THE PROVISION OF CHILD PROTECTION AND EARLY CHILDHOOD CARE AND EDUCATION (ECCE) SERVICES.
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"PROMOTE ACCESS TO DEVELOPMENT AND INTEGRATION OPPORTUNITIES FOR THE MIGRANT, REFUGEE, AND HOST COMMUNITY POPULATION, PRIORITIZING THE NEEDS OF THE MOST VULNERABLE."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"VULNERABLE MEN, WOMEN, GIRLS, AND BOYS LIVE PROTECTED AND DIGNIFIED LIVES."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"ENHANCE THE CAPACITY OF THE GLOBAL DATA INSTITUTE (GDI) TO PROVIDE GLOBAL ANALYSIS OF MIGRATION FLOWS CRITICAL TO THE DEVELOPMENT OF WELL-INFORMED, WELL-MANAGED, SAFE AND EFFECTIVE MIGRATION POLICIES."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"NEW AWARD OBLIGATING $2,000,000 IN SOUTH SUDAN. SEE TERMS AND CONDITIONS AND STATEMENT OF OBJECTIVES BELOW."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,"TO PREVENT AND RESPOND TO HUMAN RIGHTS VIOLATIONS FACED BY REFUGEE, RETURNEE, AND HOST COMMUNITY BOYS AND GIRLS IN MABAN THROUGH STRENGTHENING COMMUNITY-BASED CHILD PROTECTION MECHANISMS AND RESILIENCE."
DEPARTMENT OF STATE,2/26/2025,2000000.0,2025-02-26,2025-03-18-2217,TO SUPPORT AMERICAN COUNCILS FOR INTERNATIONAL EDUCATION IN ADMINISTERING THE EDUCATION LEADERSHIP DEVELOPMENT PROGRAM. LEVERAGING AMERICAN COUNCILS PRIOR WORK WITH TEACHERS AND ADMINISTRATORS IN UZBEKISTAN THROUGH ESN.
DEPARTMENT OF STATE,2/26/2025,1999999.35,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1999981.0,2025-02-26,2025-03-18-2217,"THE PURPOSE IS TO IMPROVE HUMAN CAPACITY BY CREATING A BETTER EDUCATED AND MORE SKILLFUL WORKFORCE. THIS PROGRAM WILL INCREASE PARTICIPANTS ENGLISH LANGUAGE PROFICIENCY, EMPLOYABILITY, AND LEADERSHIP AND CRITICAL THINKING SKILLS."
DEPARTMENT OF STATE,2/26/2025,1999720.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1996311.0,2025-02-26,2025-03-18-2217,ESTABLISH AND SUSTAIN EXPERTISE IN MIGRATION AND ASYLUM FOR PROTECTION SEEKERS AND FOR REFUGEE ADVOCATES TO EMPOWER AND EXTEND SOLIDARITY TO REFUGEES AND VULNERABLE MIGRANTS IN TURKIYE.
DEPARTMENT OF STATE,2/26/2025,1989694.32,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,2900000.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1987206.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1986110.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1983288.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1975308.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1975305.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1975300.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1975000.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1974794.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1974590.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1973359.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1973359.0,2025-02-26,2025-03-18-2217,THIS PROGRAM WILL PROMOTE CORE DEMOCRATIC PRINCIPLES OF THE WARSAW DECLARATION WORLDWIDE.
DEPARTMENT OF STATE,2/26/2025,1973358.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1969991.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1969750.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1961389.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1950000.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1947890.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1947472.0,2025-02-26,2025-03-18-2217,No description currently available
DEPARTMENT OF STATE,2/26/2025,1940000.0,2025-02-26,2025-03-18-2217,No description currently available
