piid,agency,vendor,value,description_doge,fpds_status,fpds_link,deleted_date,savings,award_agency,award_procurement_id,award_modification_num,ref_idv_agency,ref_idv_procurement_id,ref_idv_modification_num,date_signed,date_effective,date_complete,date_ult_complete_est,date_solicitation,amount_obligated,amount_obligated_total,amount_base_exercised_options,amount_base_exercised_options_total,amount_ultimate,amount_ultimate_total,entity_id,entity_name,entity_dba,cage_code,entity_street,entity_street_2,entity_city,entity_state,entity_zip,entity_county,entity_county_disp,entity_phone,entity_fax,entity_congressional_district,product_service_code,product_service_desc,principal_naics_code,principal_naics_desc,performance_state,performance_location,performance_country,performance_county,performance_city,performance_congressional_district,performance_zip,performance_zip_ext,requirement_desc,dt_scrape
Unavailable,USAID,Unavailable,19923,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,19876,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,19683,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,19668,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,19600,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,19309,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,19234,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,19180,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18964,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18880,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18875,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18806,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18632,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18587,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18487,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18486,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18455,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18335,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18300,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18257,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18250,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,18000,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,17881,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,17820,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,17500,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,17483,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,17225,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,17191,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,17081,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,17033,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,17000,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16983,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16915,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16795,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16791,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16515,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16500,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16430,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16425,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16315,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16200,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16198,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16180,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,16119,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15975,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15780,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15577,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15500,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15431,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15400,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15375,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15333,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15308,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15293,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,15113,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,14706,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,14700,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,14663,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,14600,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,14526,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,14412,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,14359,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,14320,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,14093,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,14089,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13889,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13800,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13780,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13687,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13583,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13530,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13500,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13435,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13300,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13251,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13117,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13112,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13093,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,13014,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12977,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12819,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12778,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12694,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12666,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12566,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12454,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12294,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12262,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12226,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12219,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12200,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,12160,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11989,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11978,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11928,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11902,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11848,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11592,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11560,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11500,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11496,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11446,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11381,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11290,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11235,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11194,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11109,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11068,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,11004,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10912,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10895,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10874,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10857,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10824,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10818,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10800,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10659,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10638,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10530,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10505,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10500,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10452,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10420,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10403,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
Unavailable,USAID,Unavailable,10395,Unavailable for legal reasons,Unavailable,https://fpds.gov,3/1/2025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04-0017
